user_id,n_val,mle_top1,map_top1
AEHKGR2ISCUFD4GEAIIW2KPMNMDQ,1,0,1
AEHLBQARSH466TRYTOJ2Y4N2N6FA,3,0,1
AEHLFCZUPEE2Q4QWLIEQV23H4QEA,1,0,1
AEHMAKYXPFZMCP5JECY7ESMJMUYA,1,1,0
AEHMKS7XGCLYZJP75BQ3UXBSSBOQ,7,0,1
AEHMQSTB6ESWFAT4AHROTV6M7VWA,1,1,1
AEHNX43NMZFRV53SNIANJJZN2PDA,3,0,0
AEHOGHSS45V6LSOJKLAFUD6WNTRQ,4,1,1
AEHPG5HDJ2PTVTCCLQCDGPNQY5GQ,1,1,1
AEHPUBAU43KQPE63SJUUR72R4BCA,1,0,1
AEHSOX3KWAWCFS5Y27H6ZLZFBC3Q,22,1,1
AEHU4C5KYKC3A6MLVJSK7X4I7RJQ,1,1,1
AEHVMGM7F5XV7ZIVECBB345NOO4A,1,0,0
AEHX5EUPLWL4HSK236WULC5J4MNQ,2,0,0
AEHX7ROTZD2PEAFXR5OH7VB5ZFZA,1,1,0
AEHYJCSYNOUY35ZWJBC23VMIYJAA,1,0,0
AEHZ2VHSOU7GDAHAVLWX7HK6AFZQ,1,0,0
AEI26KCPOJSCU73LCIVY2NC5T2MQ,1,0,1
AEI3E44GIFYY3PH2TNJ52IQDSDDQ,1,1,1
AEI53CGAKU7P4LRCZVT3SXOYEKDQ,2,1,0
AEI6BVRYLVUMTS275LQY2OAT5P7A,2,1,1
AEI6CUI246WIVKAQC3FYDOB5HTJQ,2,1,1
AEI6PVESNCWAQYNYNQ25O4U4OIHQ,1,1,0
AEI7ANJLCRCNT355BM2FBMUODTHA,5,0,1
AEIA6D6CGSK5VK6B6GB3I6AUTJYQ,1,1,0
AEIAFMOG5WGFFEAEJ7PMLCTITQSA,2,0,0
AEIB3KJK46WAB77ZLZ5N5RMX6JOA,5,1,1
AEICZD35OTDYVWA2KPYWN4PDZ2SA,8,0,1
AEID6O6KS6HSUH4CRGVXIUBYRZCQ,5,1,1
AEIDSC2XMWN6TX5YT466CJM7TZPA,1,0,1
AEIFF4UKBMMHMIA3F5OUJLVN22OA,2,0,0
AEIGCWZ73EMNVZYWECYRASFRE5JQ,4,1,1
AEIGZUQ56KZG6QEUDBEDRTBUOZFQ,1,0,0
AEIHIXZFNR4OAFDWMTWQT3UBUSIA,2,0,0
AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ,150,1,1
AEIL3UKKRVEYEDSVBY6X4XU7CULA,1,1,1
AEIMKXFRWEVONSYNEKESUBVTTWAA,1,0,0
AEIMNGKXKDOXWUHFT6HYIOHM23PQ,1,0,0
AEIMOYIGZNOSVHXDN7IYRNLJQYNA,1,1,1
AEIMPFCDKUKETLEQEK2WN3XA5E7Q,2,0,0
AEIMUNNMAA4MGOQIFJKRJKTM4A5A,4,1,1
AEIO4WSP4L2S77C6RD7BTXVYULUA,1,0,1
AEIO74XJUMJ6YCV7DVODQZTIJXXQ,1,0,0
AEIP4QAYLFRNNHJMDGWVOC6QXRPQ,5,1,1
AEIPJBAN7A55Q5DFFPZSR2UV3OKA,7,1,1
AEIQLBQJ7NYHYTTAKDWNYDA2KPUA,2,0,0
AEIW5BGYPWB3AIL33KZTJW5ADHNA,4,0,0
AEIWFJ4AAYFJHNO24BFJYLNLDNCQ,1,1,0
AEIWSIH7WVK6RJOIMEYZU4YYZLQA,13,1,1
AEIWVVHM2KPH4V6UYK4CDRZNQEJQ,1,0,1
AEIYGW3C6TG7RLSEN43XVWYMQKJA,3,1,1
AEJ2UD7JHMRAPGGQUEPX4F74FIVA,1,0,0
AEJ2YNWPUMUZLZIRRF6C36M5GOBQ,2,0,0
AEJ32MG4JCCDVNGD57ZDAVRLS5HA,1,0,1
AEJ3ARD2H5D4Q24JBM5RIWGK22BQ,1,1,0
AEJ3ERD2BBZZHFQRMJOCLKQUQIVA,2,0,0
AEJ3H7TBHACJ6YRUYLSESGNXNJ4A,1,0,0
AEJ4FAZBYK7Z4W3W477GHPLZJM5Q,15,0,0
AEJ4IYP57KJWE2V32U2AZS2ODYOA,1,0,0
AEJ7VZRUHVERG5NN4KGYV2M4AHGA,2,0,1
AEJB5NATGVX2FGR7KIX2SUVZUDBQ,1,0,1
AEJCMKI46Y6KYXWWGNGPDGZYSDDQ,4,1,1
AEJDI7NI3GVBYXMD64QZQT2NXWXQ,1,0,1
AEJEOS4KLJGZ4Z3S3YAEFMV64BGA,1,0,1
AEJFGVOJDY43M34SKOQ73MR5LDOQ,1,1,1
AEJFJTV42XVLPZ5DI5SLHIUCK62A,3,0,0
AEJFMMFE2YUXUGL4UTOATLL2JAXQ,1,0,1
AEJHZIJ22P34E33J743SZEPNXEMA,1,0,0
AEJIPQY4UD6ZS2ATZPPUSQYEVSQA,39,1,1
AEJJTQGT24LIO4GMTAGQZAAMJMFQ,3,0,0
AEJRPRKZANI5MRLHDO4RVFETHJ2Q,1,1,1
AEJRPZ6FASYV5X5P7COD4TOULV4A,6,1,1
AEJSFBZNDMUIBOPUWVQRFONDKZQA,4,0,0
AEJSNP7DAJOUOYEAHEIXHHUUG26A,2,0,1
AEJSPYGMYSO36A6EZEG7JIH7TCYQ,3,1,1
AEJVGIKDIKQ6HY3JJ4YT6I6GTKQQ,1,0,0
AEJVL75KPCP63TE75RCRMSQJA3CA,2,0,0
AEJW7DBMSTHKXJN2EFWJATNGD3XA,1,1,1
AEK27I3HISAP774VNU7NJH46RJLA,1,0,0
AEK2TXO5A26XMAPHZ4XWQGZQN5IQ,1,0,0
AEK2ULTGYEDE6JBSYNKUGJ5XAYRA,1,0,1
AEK2YKUEK2JJDB6CQ5DYBFBXHAHA,2,1,1
AEK3D222KJYPQIDHYHYW7QTSPKGQ,2,0,1
AEK5RL4BLD5V4UMVB5C5EZWFWXIA,5,1,1
AEK6QXY55OHIHEVLJEL3V5WN7VXQ,1,1,1
AEK7OBGKAEZBC2QQV26CE7ZVGH7Q,1,1,1
AEKAKATUG5GEIPIL7QCDGACLVTGQ,1,1,1
AEKBOTSPORI6OUBIF7PT5PIKTLNQ,1,0,0
AEKBTN6TT2STSHREHZXHH7EFULXQ,3,0,0
AEKDLMDSIBMJR4ND2WFNY4BOIL4A,1,0,0
AEKGPL5TGBDFE5OXRQBTQMVSFH6A,2,0,1
AEKI5XW5TREEEKE6OKQQJWB6QCCQ,1,0,0
AEKI7NMOVVP5SERKCCG7DFCEHLRQ,3,0,0
AEKIDY6ZJLAASXZH3DD56MEZOJ5A,2,0,0
AEKIWUNNX62DG66OXCHWX33CULYQ,1,1,1
AEKKJGQ63NHEDS4ABMWWK2A3MRUQ,2,1,1
AEKP74P274DKGQJJ5VH26MDJ7HRQ,1,1,1
AEKPJAGBAS2ZYMVBSRW4XYEQI7IA,1,1,0
AEKPRRQOKWVUIPBI4IZWFDSALCAA,1,0,0
AEKRXEZRTYAZJRZPLHPIE5TNHMNQ,2,1,1
AEKSI575UP7LPD4NUWJFI53IFV3Q,2,1,1
AEKT4ZHTJIODWW5MQETRWSLORKNQ,1,1,0
AEKVM4LHIMBZSBX4RN4CZIDLZGIQ,3,1,1
AEKWVNWT5NS5J7L45LLNLGD3MFWA,1,0,1
AEKYRLU2KOBDOKYRODIBWZANTTPQ,2,1,1
AEKZ7KE4YG63VTV42GZ4WZS3DIBQ,1,0,0
AEL37U6KOJJ6P7W6M7CTLUOTEXWA,5,0,0
AEL4Q3C4D63BSAU3C5XAQOVW4P5A,1,1,1
AEL4TED2UMXO6TLHOTOCMCD6WRVQ,3,1,1
AEL5MJWP3R6LX4SBGUK7MTKVNRCQ,3,0,0
AEL5ZQZA5LYRN7INLFQW4FW77L7A,1,0,0
AEL6BJ6WFY7ZDVQBIIOWKAOT7ZGQ,1,0,0
AEL6SMC4FHIVYOSC7B6OB77QKVTQ,6,1,1
AEL7364DLXYRM3LKK3RD5RTNH7OA,1,0,1
AEL7VP4DMCZLXWEOMZ2C5S3PTYMQ,3,0,0
AELARKBAP6VKNL4D22ORELHTREBA,3,1,1
AELCJLJAOMS3DFYF6KUXMXJBXARA,1,1,1
AELCVOQU7YOWKRTCPKROCFXFAQMQ,3,1,1
AELHAKHWL5EANJ4HATGSHW3OAWTQ,2,1,1
AELHELZQE7SLA4EEMI5H2YJEHSNA,4,0,1
AELHYMCYVS6T35HA3UH5UGFWTK6Q,30,0,0
AELIFKAI6IKTPZASFTLRSYQMQYFQ,2,0,1
AELKAQCZQGCZCHDV4DEPMPGABAQQ,3,1,1
AELLMYRXXNRPI5HDTTZ4ETH5TNUQ,1,0,0
AELMJHFJ3S7YZB3MANCYYVJAG4OA,1,0,0
AELMY3CPO57IFGJJD2OA2FYAT66A,1,0,1
AELNHBVAXQODFM6C3QRQRTGND5LQ,1,1,1
AELNHGRMFXAI65AJJG3W3E46FQ7A,2,0,0
AELOGPIDWSAQVPDOOQJR3BX7T5MQ,5,1,1
AELOI2MDT23DHWTZUFJ6ZKJJHOAQ,1,0,0
AELQ2QYLBVQ4YQMRTUHW2N62V47A,1,1,1
AELR5XQG7SAE2KBT4E6UC5MF6LUQ,3,0,0
AELS3RSUUZSQZZ7MYZFUX745OQ3A,5,0,0
AELSGKVIBSJJ5CLCHLHRAACJHGWA,4,1,1
AELTJBFNY3V3JI32BILZNZ5MABYA,2,0,0
AELTNW7ORL6XW3BREJ4RTKQHBVHA,8,1,1
AELW7TMEO7INILU2GBIVI2CLGR3A,53,1,1
AELWM3QFRB3CZYV3OU2TMVWYHPAA,2,1,1
AELX62O7YGLJEJUUR5X7INBA6B4A,1,0,0
AELY66ATBMVDK5RWUU6AQSA6WJYQ,1,1,1
AELYFZGT7VUFD3HCF2ZNXJAEQN7A,1,0,1
AELYG6MHA6B3GPNWXQ5LA3ARJN4A,1,0,1
AELYRFESENGFWEMJCWQYFTVFYZUA,3,0,1
AEM3ZZAWZQR6VZE3CQGQVUJVD7NQ,1,0,0
AEM7ILB6JVEY5QOYCQQFHPSXYSJA,4,1,1
AEMA5OWENLYZZK4NAKVICETWY4HQ,4,1,1
AEMB4TNSE44RE72BD7LNFMJ65VDA,2,0,0
AEMBS6HBBPFH6JQILNA6LJF4R75Q,1,1,1
AEMCYNGUTSPWI5CBG4P5WPLUVSLQ,1,0,1
AEMDNTYIZALWKGD5AHB3HBEYM4GQ,3,0,0
AEMFRHDJINO4UR4XOSBKX4466QEA,1,0,1
AEMHZW4JUVVINWBMGWRWQBURZGTA,1,1,1
AEMI74JHKARVZR5F3DVAK4FMANXQ,7,0,1
AEMJ2EG5ODOCYUTI54NBXZHDJGSQ,4,0,0
AEMKBMZ7ANBS4OGBILONBDY4ZKAQ,1,0,1
AEMLARBUPLCIP64JCBBJ52AXFTHA,2,1,0
AEMNVL3HQXWHT7HDLNNWBV5WNLKA,1,0,1
AEMQEVHOTMPOR4TJ2455HYR3OMMA,2,0,0
AEMRAZPNN2NBBUDV4YGGYMGPFC6A,21,1,1
AEMRKGFLNSM7ASWVB6S3GIE27EVQ,3,0,0
AEMV3AAHOFCLFFBBDAJVOEBD7SFQ,7,1,1
AEMV4AQMTRHICJECLPLTC6SV6D3A,5,1,1
AEMXP4O4YDHEEH2BHX3BFCJ2QAWQ,1,0,1
AEMXSMVCTTMLA2HIGL4FSUG34XPQ,1,0,0
AEMY6WYNCDEKO7ZKPXYMVBYOY3QQ,1,0,0
AEN2LVODTCXGSFQQJCEGMDLOK6AA,1,1,1
AEN4CUMU3K6QRAJNBSONMBYL7ROQ,1,1,1
AEN55MXWBINPJUTRXTMAZOLMXCQQ,1,0,0
AEN66FBNDCDPWYK4JH267AVP7G5A,2,0,0
AEN7AL64N5RLTQYKM5AGFXKODP6A,1,0,1
AEN7Q5NHOV4FMDN5DSVYYAAQZM7Q,1,0,1
AENAC6DVZYNNTEGCPUA542BD46VA,1,0,0
AENAFOEEN244F2V2LUZ6CEH32BLA,2,0,0
AENB356QSSQLE2NAMKE2CF7LGZ4A,10,1,1
AENBUXZYQJMZBRTJW5Q6DFDAN2YA,1,1,1
AENCBHZDGV7YLEZ6U5K2EXWQ6VMQ,4,1,1
AENDMYNZ7XO6DNAYM2UW4MJC5UDA,1,0,0
AENDQ4AHOGXOBTTJMOW73BUESQKA,1,0,0
AENE4O4RTVRK6N2VUTSUGTPKS46A,3,0,0
AENEA3AVIP3L65T6HSPSCPAAO4EQ,2,1,1
AENF7OSWDZKFAZWRK7ASO5BCS5YA,2,0,1
AENFRPMT4F5TE37AVQLEB3HUFA6Q,1,0,1
AENH63O4ANWWCKL4TWFLK2EW6VLA,3,1,1
AENH6LSB6BM7XLPEYUL43WBOD6JA,40,1,1
AENLJONYAP2W27JVQUKSRPQBQLPA,2,0,0
AENLRNTFD4RJR4WG6B5W6VVECBPQ,1,0,0
AENNZB2HHZZNEPKR6JADV2W4JDYQ,13,0,0
AENQC6O3X4BUEQWSDTBUN2VMM5VQ,3,0,0
AENQKTHHXVJF6M44GGC7Y3II3M5Q,10,0,1
AENQLNJRODPGBYYHHJJANEN53NRA,2,0,1
AENRK7JSJWICWF2QYBDWBIGVLBDA,2,0,1
AENUOKUUDLPNSIXW4NY3XMR5V37Q,6,1,1
AENXCH4VSCKDWZJFEWGVTQBBOSQA,1,1,1
AENY443ZA5TGC343HMPHK22XCK6A,3,1,1
AEO3IA7CE42O7SMVK4GGJCIIRMPQ,1,0,0
AEO77PF7QZ6WQOZVVUZMLVGVIW6Q,11,1,1
AEOAKXQY32ZQ7AQZEL55U47KIZ3A,2,0,0
AEOB2AQS6URV23WID7DRZM3RIZZQ,3,0,0
AEOD33622ZG4BFC65GROHXJ3F5PQ,3,0,1
AEODAXC4SRV6NSGPW2BILFKRIVIA,3,1,1
AEODRJKEJWSF63ZDSU4GQ6QJF74A,1,0,0
AEOE2CQVBIVQF4EVQSE3YMM7ZREQ,1,0,1
AEOEXFKWKGINMNQ4PBHKCFWFV6JA,2,1,1
AEOF46NXDQDFF2K45WZHEMQTT73Q,1,1,1
AEOFGHUDIM3KJ2TBGW7MO4Z2GITA,1,0,1
AEOG6DZUEG7WE6UIVI2F3KOJZ7WA,1,0,0
AEOH3BO42S75DZG76GKWFHM6MEKQ,1,0,1
AEOH4GE5UFSBOZM54YJQLJ5DEJ7A,2,0,0
AEOHQGWNBPJUTXZX7BKPZAA35CMA,1,0,1
AEOHR5GS4KAPJHSRKBZGTVJNUZMQ,5,1,1
AEOJPAJSPXBLGUZJHXBKG4VD64VA,4,1,1
AEOKHAFYLGPN6AGKALM6UEV33RKQ,1,0,0
AEOKUO6KAZOIYVEP4MWMW5BADZXA,2,1,1
AEON3UAU3UUO5V6WLSUXGDJ3DRJQ,3,1,1
AEOO7OXKHG5O2274HZ5AYEFNBTMQ,1,0,0
AEOPDVB5QU2QUT5PM2DYD4HMJ3FA,2,1,1
AEOSAKCBV3KBRLTLYDNSUIOD46RA,1,0,1
AEOTIMW27M2DJVQHMVUD5CDJZCRA,1,1,0
AEOUIH7EFXW4DKB2PCEXC4PHAUAA,5,1,1
AEOVCZC77QZJQPBIAIKCFV7AS7PA,1,1,1
AEOWHWG3DCH237AY4GD6H6SJSS7Q,1,0,0
AEOWKMNKPLPAJCIH3VAQVTCQFHAA,1,0,1
AEOXQ5CYB54NVSB75XOAAWU3XLJA,2,1,1
AEOYOFTK46OEGZHYB3UWCDHMCI3Q,6,0,1
AEP4CUO23WOOOEYSJBXWYLLHD5IQ,51,1,1
AEP5LW6VVPXSRNWKBQTY5JLM6BRQ,2,0,1
AEPB3IRS4TZLQADTM7DGUGQQJCQA,1,1,1
AEPBFOLHNAJQJAZOMSUMVFKPZXFQ,2,0,0
AEPBI33YJDNOVNUBEJ3WHTLM5RHQ,1,0,0
AEPBWDWAV5AFC66RB7NAPQISHTDA,2,0,0
AEPCCHT4HNOCYMZRXMSK22MBB4TA,1,0,1
AEPDCH7PA3NCPRFIQHMTMSHB6ACA,4,1,1
AEPEDW5FBBJ2XYR2BIJAKUPHCMHA,7,0,1
AEPENW3XCNJSPXEQ6UHEJROO2V4A,1,0,0
AEPEPWCKU62ZPB3AYWOGSCNZCASA,2,0,1
AEPF57Z3KZ6O2EDOVECK5I4CTD5A,1,0,0
AEPHZ2QKTHPODACNHKKHP4QERE3A,3,1,1
AEPL2VTBDXIB6R5DDYC6ZT3K4B5A,1,0,0
AEPLP36Z4ILWCRVJPDE3QEQF5S3A,1,0,0
AEPLWU33SOJXAZETDPRLZBDLQ5CQ,1,0,1
AEPMM7EG6NYS3MZUZNUY4F3A5T3Q,2,0,0
AEPMZJCD6KWGCZNDCU72XQGKMY5A,1,1,0
AEPO4UIN26VZLOYJNVRGBMXMB6LA,1,0,0
AEPOHO3LED3NMZFOQAIWVZHMQF6A,1,1,1
AEPPRGAVZKGRLOWODQ63KIOBPDNQ,1,0,0
AEPQSFDPLHZQ6Y5XB7IUBW4DY5YA,1,0,0
AEPQSMCTVNXVYEAGLF5L6SWCEFYA,1,0,1
AEPRHRH5RWRFVHVZLHKVXFGWHNMA,1,1,1
AEPS4PAETQFKIPROSTLJDHQJAVKA,2,1,1
AEPSUN6ZXEMOGNN7D444XUX3K2JA,1,0,1
AEPTJPPAAAJFEVPIWMRASL6MET4Q,2,0,0
AEPULT6Q6WDPLUAURDNPO2YDPQMQ,2,1,1
AEPUVBLMYKNIYOW7EB34XJY2UVVA,1,0,1
AEPVNHVV7CG3KSQWCW43ASSGW2PA,1,0,1
AEPXDZOBNBYBVNYI5OO3TQTD6JEA,1,0,1
AEPXQJ7UVH537LYAKR4ABCUXOJLA,1,0,0
AEPYDWCSOQUACWNWGCM5MH5FMF5A,1,1,1
AEPZMM4ZO2VND7BWWRRDL6JH7VEQ,1,0,0
AEPZO3KGPXF4DRLTK3ZUCAPV644Q,1,0,0
AEQ2RUK3KO7KNCMSUR7ZG6GPYEVQ,1,0,1
AEQ3UJ3IQVWOKCM4H3QSQ7SQDA7A,5,0,0
AEQ5MQ5JWNR6S3YH5KPU7EKDWEMQ,2,0,0
AEQ6AGT3RFTHDADAW2O6XXJ7Q3IQ,2,1,1
AEQ6XBEZQACZRGLZPBWUDDIUZUZA,1,0,0
AEQ73HDUVHN2BTGZFG7YI3D6BODQ,1,0,1
AEQB5ALNZITMCO5EILQSP2C3CVEA,7,1,1
AEQDY7MA4RSV5NVXFZKSWQAPERQA,1,0,0
AEQF24SNIMWRGBIG5EBCKDLMTFAA,7,0,0
AEQFTHWRKZ2T2LMV47WVHRSOKZGQ,1,0,0
AEQFZ475IZKOEPL4YP3RPB4JEJWA,4,0,0
AEQGALKNRYPKY2WBY5WYQ6NOTA6A,1,0,1
AEQGED6L7WWSHP6XXN62EHVUC3HA,2,1,1
AEQGHKGGYGM4EMQYPRUOQ7MNX7UQ,1,1,1
AEQJ44KFB25VJVB4HOT62T7KQZAA,1,1,1
AEQJGTQWFM5ZSNPVUAMXGLY2RFKA,2,0,0
AEQJQXW6PQAU5WEJGXS42BZ6GCVQ,1,1,1
AEQLRFSCJIRIKSYQ2KQJCIBP4RHQ,6,1,1
AEQOXXKP6MTOAH67CYMIHEAVYJ7Q,1,1,1
AEQPHAPE7DLD5HI67M5KN2K6GZIQ,1,0,1
AEQPIW2SOOSKXXMIFBLWZTH37YZA,2,0,0
AEQQJGHLGRBHIBWSCG6VWYT5YDIQ,3,1,1
AEQQY2B6MYSNDX4F2VZAPZRIUK3Q,1,1,1
AEQRQENFBR4YSCQMDQQZJIDAJT3A,5,0,0
AEQSAHKDCBMDIIM3DUDCKQ57CEKQ,3,0,0
AEQSC7GIU2WMFPKB4N3U76NAXMXA,1,0,0
AEQSRMBSIQPO7HPPZU23HCBGLNDQ,1,0,0
AEQTK6NK7M44Y247FLUY7JNJJKAQ,1,1,0
AEQU5HZMV7SXL5UPVCRIK53ZVLTA,1,0,0
AEQX3ITA2K2YAEURDQAHRB6CGAMQ,3,0,0
AEQXK2UJH2UP4MYH2CBGUQ4IDKSA,2,0,0
AEQYS3YR3AJT3RMA2KR2RZVLHJDQ,1,1,1
AEQZHXRK5Z7DYIDJXAWB7GSGI7OQ,2,1,1
AEQZLHDV4AVASEXOOKX35N6USXCQ,3,1,1
AER4KFFHC4U5ISAAQIENLNB7TGPA,4,0,0
AER5A2LR25ZV3SYFCYUWBRGRKBBA,1,0,1
AER6HKKF4QUQWMXZ55XOBOHQDFGQ,3,0,0
AER6WLSJPBPNOZIQWVHQBVOKTNCA,2,0,1
AERAMKAGM7T275AMKAZ4Z4HXUXSA,1,0,1
AERAPI533OYM3Q6QGXGHCGPKF6LA,1,0,0
AERBPZGUJ6WF36L4LEJPJFPCBFYQ,1,0,1
AERC5AI4J73DAHCXIFMAHACDAHAA,2,1,1
AERFURIEODJGEQLBNUZMRHEAT3RA,1,0,1
AERG3R2E5PKPEMWE7IYLIJOV2G5A,4,1,1
AERGDBU3XJMTDSS6XDLQBK3MKW4Q,1,0,0
AERH3RKIO4OBBOAUJ5WLWFIIUYUA,8,1,1
AERIANXF5AUXGGYUF7CH5Y2SKC3A,4,0,0
AERKWJ4WCGBWARFXCTOL5JFA3HVA,1,0,1
AERLXHHY3NQO2QU2V5CVD25LHNJA,1,1,1
AERME32TABTDREEX3KKC3CMGLX5A,3,1,1
AERMRAYXBUABBCKQT2BQASUJZ67A,3,0,1
AERMZVMCPLXZ2UZNDG343QTMSVLA,1,0,0
AERNOCMC4HNBS27ITSPOH2RY2JDQ,2,0,1
AERQVL64AQCW4WL27QNMM576T6FA,4,0,0
AERS7Y7NLENBH3MWIUI4L4MDDKHQ,6,0,1
AERSV7DQTJRLON6TFXDQ6U6VVTDQ,1,1,0
AERTIQWBB3LUARR6ISEJKX3BKRYQ,2,0,1
AERTYHEBGTHI5REAZCWQK2QDZJAQ,1,0,0
AERVNCQCXUSNQVXGSQF5PNS4NHDA,2,1,1
AERWIKRARQL3YRXOXELF6PXR2DUA,4,1,1
AERXCDD4DA2UKX3BY6DSVBBX6V2Q,3,0,0
AERYRDDNLZ7IHPVVJ67ZUBTPFDHQ,3,0,0
AES3YWD3ONJOUDRWFIV2ZO44QDAQ,15,1,1
AES5I7WOH2GFVVW4TAIFSLDQQVCQ,7,1,1
AES7PPXHNT7WNCOXXYKCIIZL2HUQ,1,0,1
AESASIE4UT2JCTJEZATLGJNV6NFA,7,1,1
AESAWXF5WJOOJBZQFD2JVOIVCAIA,4,1,1
AESGMCRKQKHIAIJUL72FWQYVS6MA,1,1,1
AESGX66UMNIXCHZMIWBJQ3YRVDCA,1,1,0
AESOKEMPD5TNGOLDQRZAL46TKDUA,7,1,1
AESPFSDYELBXD42FUPEACZUY7U3Q,3,1,1
AESRRJ5ZM42J6GMC2YXRI2AABQVQ,4,1,1
AESSQYTXFS2W5KP3TESUYQZUGTWQ,3,1,1
AESULNPZBFLN6DV425S2BPMGN76A,1,0,0
AESUN3PWBXJE5ERCRIRCSA2CIMJQ,1,0,0
AESUZE732BFTQ7XBM7QCENLKZXGQ,1,0,1
AESV4VOJ4GTYWRXLGXE4KGQ5XEHA,2,1,1
AESVBUKQVZ3SUXW2BH4NBISSISVA,2,0,1
AESWIA3IO5KPZWXHO34ER4MPWMMQ,1,1,1
AESWRITQTB4VXBV3RPTY6ZPTWQLA,3,0,1
AESYCQNZV7C7X5OCRZSEI3AZIYGA,12,1,1
AESYRG7CDZLFJQDYZPNYHAE4XYNA,1,0,1
AESYRPYUF3PZWZ4JB4YGNJZSGCGA,1,1,0
AESYTBMOXTIZRPYZFIQIXCAQ2WOA,2,0,0
AESYY7UQJVMEQPLMTVKLWJIGZIOA,1,0,1
AESZ37LZCXVJII6VORTZDAUTXUEA,2,1,1
AET2SGCSC7X3FANGBDIWYNJS4F7A,3,1,1
AET45WDUKAJRV3LGVVAS6IVDSSDA,1,1,1
AET54YPYRWOSZOXDCRX3XIPXCDYQ,6,1,1
AET5E7CGIILPJEQBAW3THEPD6PHA,1,0,0
AET6MLT4RZ5VFYBLORO4O6WHKVSA,2,1,1
AETBVDDH6BUB3WDPSS2PISX5ZLOA,1,0,0
AETBWVY7MR4ZZTQAVG25JB6S3UYQ,8,1,1
AETC7VPIXS5RYLP5FOYWI43DZYCQ,1,0,1
AETD6CDSUOZJPVPYSKJPTC6WPCBQ,1,0,0
AETGCWXC47MSMK6B2TLZ44KCFJZQ,2,1,1
AETIHJRVULBSKJ7IW6Y4TE26VE2Q,2,1,1
AETLAKYGW5BPHGOKRG2TLL42LOVA,5,0,0
AETLVK4UCNOLDZLUJKPLWKXPOCOQ,1,0,0
AETM2H52STQNFYQBBB6SL55CJ6AA,1,1,1
AETMLMT2RG5IVABAUTT6IGNYFLFA,1,0,1
AETMYFEOI75ESCVEYPIRIBIXFF2A,11,0,1
AETNCDK4GZVVEBOB2EZUF7YOXG3A,13,1,1
AETOSZXYGSKSCFYDLVYFUJIZAABA,1,1,1
AETP7KWUAIMMKXKHIFECS3DE5ZDA,2,1,1
AETPWUNCW3KZDTKNUQGS5YYKNUEA,4,1,1
AETRYPREKNDWXIYEQLEZ3LJ7AY2Q,1,1,1
AETS23UFISGEDYZACALE37342ZPA,2,0,0
AETTCQ34XRYAYKLWZZJZVRQM5MSQ,8,1,1
AETTZOHVSPNLPHMSAN4PC7F4Z3WA,2,1,1
AETV5D277JIADPXPN73ZVRA2VSTQ,1,0,0
AETVM7U4CITK6H53MZ2WELDIQABQ,2,1,1
AETWDSMWRVWCR7JDT7O3OCZXMXDQ,1,1,0
AETXDIVPCG2UTJJ762DMHX3CG5EA,1,0,1
AETXMYPV6KHWTNVRXNXFYQN2TZNA,2,1,1
AETZAWQBDTYLVRO5L2XBGEIBUBYA,3,0,1
AEU2PYFOHCVUH74ZJQYU5ALUXGXA,1,0,0
AEU4SHCKDCGBKAHNSNWQOJGL7W6A,7,0,0
AEU5HHOLZJQZPT5H5SBMVVFIZQNA,2,0,1
AEU7KL5DHSYZIW4NO5XF632SPHJQ,6,1,1
AEUA2G2FF6Q7BZKFWW7JSZH7MSAA,1,0,0
AEUAL3EJKUSTNB4YY6STLYGTJALA,12,1,1
AEUAVY6S2BK7L2WCGGDSFZDVLPLQ,1,0,0
AEUB3XJOEOVRFFJ4WF25WVK4OFHQ,9,0,0
AEUB5D7J3DHZLJG464FXDDVMMUGA,3,1,1
AEUDZQDVSZYCHEXQSXLB6NWQTMHA,2,0,1
AEUE2ZSLPUCQ6AEAIYZ7JZ4SUVKQ,2,0,0
AEUEFZW774M2BHUT3HM4SQ7L52ZQ,4,0,1
AEUGCOLFNKZAUTHWAB4S7DRNG3VQ,1,0,1
AEUL7I7WWEUEKUFVWMATJ5UOBIBA,3,1,1
AEULCGH3UXOB5RO2QIX6IJO2LN7A,2,0,0
AEUNFUJEXYWUUBHN7YQ2LTD2XRFQ,1,1,1
AEUOXZ32YSNQQNLYXXWBRLDXEHUQ,2,0,0
AEUPVU7JRGYWZ5ZIVXCLGRQ3XH2A,3,0,0
AEUQNUPJDOT4LH4T4YOPJ2ZY22YA,3,1,1
AEURN2UKLXMFGAFLDBDVT6OGGFRQ,17,1,1
AEUSS2KJSRDZBVHLUTAXNVI5ELOQ,2,0,0
AEUTNISGYYG22BUVMAYWE2AYA64A,1,0,0
AEUU7IMC6EE2H2IO34NVDQIZDB5A,1,1,1
AEUVH63M6WCVYZ3V3ILHO5JNUVHA,3,0,0
AEUWFEY5SX3PDSJW2ATZNFAB74BQ,5,1,1
AEUWYCWREYL7EM6TLMA6QSTHZA6A,1,0,1
AEUXQ6J7QGH54AHKWATFETOVTHUQ,2,0,1
AEUXY5INCO7DVT7O3EYDYKC7JHCQ,10,1,1
AEV2JAQV5BO3MONAYYHSLLDFCXSQ,1,1,0
AEV3M3H5EAJ6376AEFNELIUP5HZQ,1,0,0
